year_month,direction,priority,scorer_version,count
2026-03,fea_surrogate,Medium,v3,76
2026-03,hip_implant,Exclude,v3,86
2026-03,hip_implant,High,v3,1
2026-03,hip_implant,Low,v3,20
2026-03,hip_implant,Medium,v3,2
2026-04,ai_bioprinting,Exclude,v3,49
2026-04,ai_bioprinting,High,v3,4
2026-04,ai_bioprinting,Low,v3,107
2026-04,ai_bioprinting,Medium,v3,25
2026-04,am_biomedical,Exclude,v3,74
2026-04,am_biomedical,High,v3,8
2026-04,am_biomedical,Low,v3,76
2026-04,am_biomedical,Medium,v3,24
2026-04,fea_surrogate,Exclude,v3,78
2026-04,fea_surrogate,High,v3,16
2026-04,fea_surrogate,Low,v3,127
2026-04,fea_surrogate,Medium,v3,81
2026-04,hip_implant,Exclude,v3,102
2026-04,hip_implant,High,v3,2
2026-04,hip_implant,Low,v3,18
2026-04,hip_implant,Medium,v3,10
2026-05,ai_bioprinting,Exclude,v3,21
2026-05,ai_bioprinting,High,v3,6
2026-05,ai_bioprinting,Low,v3,88
2026-05,ai_bioprinting,Medium,v3,14
2026-05,am_biomedical,Exclude,v3,46
2026-05,am_biomedical,High,v3,4
2026-05,am_biomedical,Low,v3,75
2026-05,am_biomedical,Medium,v3,24
2026-05,fea_surrogate,Exclude,v3,91
2026-05,fea_surrogate,High,v3,25
2026-05,fea_surrogate,Low,v3,186
2026-05,fea_surrogate,Medium,v3,97
2026-05,hip_implant,Exclude,v3,97
2026-05,hip_implant,High,v3,1
2026-05,hip_implant,Low,v3,26
2026-05,hip_implant,Medium,v3,1
2026-06,ai_bioprinting,Exclude,v3,1
2026-06,ai_bioprinting,Low,v3,12
2026-06,am_biomedical,Exclude,v3,8
2026-06,am_biomedical,High,v3,2
2026-06,am_biomedical,Low,v3,4
2026-06,fea_surrogate,Exclude,v3,1
2026-06,hip_implant,Exclude,v3,2
2026-06,hip_implant,High,v3,1
2026-06,hip_implant,Low,v3,2
2026-07,ai_bioprinting,Exclude,v3,1
2026-07,ai_bioprinting,Low,v3,2
2026-07,am_biomedical,Exclude,v3,3
2026-07,am_biomedical,Low,v3,2
2026-07,am_biomedical,Medium,v3,1
2026-08,ai_bioprinting,Low,v3,4
2026-08,am_biomedical,Exclude,v3,1
2026-08,am_biomedical,Low,v3,4
2026-08,am_biomedical,Medium,v3,1
2026-09,ai_bioprinting,Low,v3,2
2026-10,ai_bioprinting,Low,v3,1
2026-10,ai_bioprinting,Medium,v3,1
2026-10,am_biomedical,Exclude,v3,1
2026-10,am_biomedical,Low,v3,1
2026-12,ai_bioprinting,Low,v3,2
2026-12,am_biomedical,Low,v3,2
